type,client,tx,amount
deposit,180,6459,331.5992
deposit,266,6460,597.4351
withdrawal,120,6461,317.9344
deposit,440,6462,742.1632
deposit,37,6463,718.2138
deposit,239,6464,380.0742
resolve,384,5819,
withdrawal,24,6465,796.0548
deposit,244,6466,584.8179
withdrawal,58,6467,68.7282
withdrawal,188,6468,602.258
deposit,73,6469,817.8961
deposit,413,6470,506.026
withdrawal,149,6471,114.144
resolve,90,4524,
deposit,244,6472,218.2228
chargeback,276,2119,
resolve,211,3689,
deposit,258,6473,564.6117
withdrawal,61,6474,290.0013
withdrawal,225,6475,124.1465
deposit,354,6476,332.5946
deposit,112,6477,854.372
deposit,98,6478,811.3487
deposit,7,6479,137.3248
deposit,317,6480,502.0886
deposit,7,6481,157.887
withdrawal,383,6482,177.6037
deposit,326,6483,818.2121
resolve,453,2929,
deposit,66,6484,807.4361
withdrawal,479,6485,856.6303
deposit,194,6486,341.5781
dispute,370,6036,
withdrawal,6,6487,589.9591
withdrawal,320,6488,424.3947
deposit,425,6489,889.707
dispute,442,6089,
deposit,197,6490,167.2614
deposit,355,6491,821.8873
dispute,387,2748,
chargeback,78,1290,
deposit,484,6492,759.8765
deposit,245,6493,786.3476
deposit,263,6494,834.8888
deposit,149,6495,518.5645
withdrawal,141,6496,707.3206
deposit,350,6497,211.4897
deposit,313,6498,695.1142
withdrawal,316,6499,649.4938
resolve,435,5664,
chargeback,197,2772,
deposit,250,6500,818.7115
deposit,410,6501,912.3747
deposit,441,6502,174.766
resolve,450,6109,
deposit,189,6503,222.2339
withdrawal,96,6504,887.5769
withdrawal,136,6505,540.2519
deposit,68,6506,740.912
deposit,433,6507,857.6279
dispute,347,975,
dispute,187,1392,
deposit,298,6508,184.3969
deposit,160,6509,104.0486
withdrawal,390,6510,367.839
withdrawal,251,6511,749.2199
withdrawal,384,6512,504.2897
deposit,215,6513,438.0353
resolve,241,5407,
withdrawal,282,6514,718.3576
deposit,373,6515,989.9448
deposit,306,6516,449.4833
withdrawal,137,6517,599.6734
dispute,375,722,
deposit,490,6518,361.9825
resolve,394,3646,
deposit,379,6519,354.5654
withdrawal,129,6520,544.3661
deposit,240,6521,7.6315
withdrawal,172,6522,992.9343
dispute,477,2366,
deposit,62,6523,300.5473
deposit,403,6524,493.1384
chargeback,34,5115,
dispute,308,4700,
deposit,374,6525,818.9064
deposit,360,6526,546.5387
chargeback,94,758,
dispute,231,77,
deposit,54,6527,493.425
resolve,105,2047,
dispute,176,894,
deposit,69,6528,181.0171
withdrawal,21,6529,823.6042
deposit,343,6530,548.2967
withdrawal,438,6531,944.5806
withdrawal,10,6532,35.8515
chargeback,269,5826,
deposit,425,6533,424.1447
deposit,318,6534,868.9503
deposit,344,6535,104.2197
resolve,15,2639,
chargeback,204,2769,
chargeback,473,5670,
dispute,71,3457,
dispute,125,3129,
withdrawal,106,6536,535.2242
withdrawal,104,6537,94.3242
deposit,275,6538,100.4021
dispute,247,4467,
withdrawal,292,6539,47.7205
deposit,6,6540,252.1231
dispute,467,532,
withdrawal,363,6541,791.2694
deposit,175,6542,164.727
resolve,238,5590,
withdrawal,494,6543,903.7785
deposit,189,6544,407.0509
withdrawal,445,6545,225.6419
withdrawal,216,6546,334.4701
resolve,266,4364,
withdrawal,78,6547,109.4809
resolve,151,2293,
deposit,433,6548,881.1508
deposit,59,6549,207.4193
deposit,1,6550,875.6141
deposit,175,6551,233.4187
withdrawal,166,6552,2.6754
deposit,299,6553,525.8761
deposit,124,6554,464.8959
deposit,422,6555,141.1413
withdrawal,273,6556,14.4777
deposit,32,6557,827.2168
resolve,417,2199,
resolve,465,4260,
deposit,409,6558,737.8531
dispute,151,2293,
dispute,449,3720,
deposit,97,6559,218.0726
resolve,387,5512,
deposit,115,6560,281.1669
withdrawal,285,6561,8.2938
deposit,445,6562,595.2524
dispute,180,2984,
deposit,51,6563,965.6062
dispute,155,5976,
withdrawal,455,6564,189.7022
resolve,256,4418,
withdrawal,404,6565,900.2025
resolve,213,5636,
deposit,142,6566,792.2447
deposit,142,6567,813.3812
deposit,337,6568,365.1814
deposit,330,6569,410.8658
withdrawal,239,6570,441.7277
deposit,291,6571,850.7109
deposit,307,6572,357.9426
deposit,395,6573,828.6511
withdrawal,487,6574,277.165
dispute,106,2378,
resolve,453,1922,
deposit,295,6575,370.2063
dispute,147,5883,
deposit,260,6576,6.1869
withdrawal,98,6577,351.8255
deposit,487,6578,165.9042
resolve,305,5106,
deposit,265,6579,414.9816
resolve,265,4845,
deposit,104,6580,158.0669
deposit,418,6581,269.1089
deposit,27,6582,357.4062
deposit,479,6583,880.4551
chargeback,303,22,
resolve,199,81,
deposit,468,6584,516.7882
resolve,447,6161,
dispute,191,908,
chargeback,490,3373,
deposit,239,6585,199.0245
deposit,188,6586,818.6896
withdrawal,91,6587,576.6554
deposit,120,6588,266.662
deposit,44,6589,527.0379
dispute,188,346,
deposit,297,6590,158.9168
deposit,45,6591,156.1403
deposit,204,6592,468.4644
deposit,285,6593,980.828
deposit,47,6594,575.6288
withdrawal,268,6595,362.7563
deposit,197,6596,445.7918
deposit,274,6597,605.2989
withdrawal,98,6598,507.4878
deposit,54,6599,119.7769
deposit,456,6600,535.4667
deposit,28,6601,446.3059
deposit,218,6602,787.8199
deposit,471,6603,824.8223
dispute,66,3947,
withdrawal,197,6604,884.5698
withdrawal,220,6605,33.9329
chargeback,262,486,
dispute,312,2916,
withdrawal,232,6606,173.0718
deposit,125,6607,690.2232
deposit,85,6608,765.3277
dispute,214,2282,
deposit,385,6609,223.8939
chargeback,453,4694,
deposit,126,6610,708.1723
deposit,324,6611,605.3547
withdrawal,194,6612,160.5622
deposit,191,6613,405.8774
chargeback,210,4563,
deposit,271,6614,969.2384
withdrawal,52,6615,420.0026
chargeback,500,4123,
withdrawal,275,6616,24.4516
deposit,73,6617,407.8664
deposit,457,6618,481.4077
resolve,244,3508,
deposit,158,6619,274.5688
deposit,173,6620,392.298
deposit,309,6621,314.0504
withdrawal,215,6622,304.6273
deposit,394,6623,195.9772
deposit,313,6624,222.9169
deposit,149,6625,320.5034
withdrawal,8,6626,528.252
deposit,41,6627,754.3077
deposit,386,6628,718.3867
resolve,392,3460,
resolve,229,1273,
deposit,488,6629,88.4299
deposit,411,6630,31.4955
deposit,124,6631,264.0479
deposit,265,6632,743.5574
withdrawal,370,6633,802.1186
dispute,277,2212,
withdrawal,167,6634,918.5926
withdrawal,35,6635,417.1172
resolve,288,310,
dispute,471,5022,
deposit,214,6636,494.3474
deposit,475,6637,911.6685
deposit,115,6638,482.5711
deposit,270,6639,588.9311
deposit,1,6640,843.0652
resolve,301,1740,
withdrawal,138,6641,471.4065
withdrawal,185,6642,420.9768
deposit,276,6643,194.704
resolve,115,6560,
deposit,403,6644,693.3288
chargeback,106,6029,
dispute,348,5134,
deposit,258,6645,699.7309
withdrawal,374,6646,237.8979
deposit,346,6647,275.3272
deposit,468,6648,584.0275
deposit,63,6649,242.9579
dispute,490,462,
deposit,434,6650,814.6885
resolve,164,137,
deposit,440,6651,307.4409
dispute,48,235,
deposit,232,6652,522.6467
withdrawal,149,6653,326.3208
withdrawal,20,6654,773.2414
deposit,236,6655,535.7186
deposit,499,6656,996.8482
deposit,236,6657,20.298
deposit,290,6658,33.4457
deposit,456,6659,774.7274
deposit,187,6660,209.9575
dispute,219,6009,
dispute,164,113,
deposit,309,6661,628.2351
withdrawal,318,6662,518.9978
deposit,323,6663,845.9286
deposit,476,6664,92.6879
deposit,181,6665,69.3311
resolve,332,1234,
deposit,290,6666,346.8887
deposit,74,6667,340.3688
deposit,118,6668,911.3132
deposit,422,6669,169.6695
withdrawal,458,6670,278.8144
deposit,229,6671,516.0634
deposit,249,6672,561.672
withdrawal,148,6673,36.7304
deposit,369,6674,877.5039
deposit,480,6675,960.0662
deposit,425,6676,922.9589
deposit,419,6677,151.7409
deposit,196,6678,606.1068
withdrawal,359,6679,940.9903
chargeback,270,5418,
resolve,161,4388,
withdrawal,365,6680,655.6635
deposit,232,6681,278.613
resolve,307,2860,
deposit,275,6682,908.3041
withdrawal,254,6683,268.0246
withdrawal,453,6684,247.7115
deposit,110,6685,451.1355
chargeback,423,1061,
withdrawal,421,6686,583.1163
dispute,439,46,
withdrawal,302,6687,863.4346
withdrawal,393,6688,897.3591
withdrawal,225,6689,154.2081
deposit,418,6690,597.4295
withdrawal,337,6691,642.0897
withdrawal,44,6692,983.9708
withdrawal,350,6693,276.3253
withdrawal,489,6694,670.3932
deposit,487,6695,555.3522
deposit,448,6696,535.2942
deposit,430,6697,116.6422
deposit,448,6698,270.5335
deposit,408,6699,965.8586
deposit,226,6700,522.957
withdrawal,299,6701,192.7442
withdrawal,450,6702,655.2689
withdrawal,362,6703,37.2739
resolve,194,6486,
withdrawal,437,6704,951.4099
chargeback,328,611,
deposit,152,6705,846.149
resolve,420,4915,
deposit,124,6706,850.9328
deposit,281,6707,970.6429
deposit,289,6708,747.0223
withdrawal,5,6709,31.1833
deposit,2,6710,45.3888
deposit,103,6711,636.6191
dispute,319,3251,
withdrawal,189,6712,660.2793
deposit,179,6713,472.0572
deposit,208,6714,719.2445
dispute,173,3131,
deposit,120,6715,738.4643
withdrawal,364,6716,891.9482
deposit,463,6717,111.7906
withdrawal,253,6718,748.7963
withdrawal,355,6719,885.9169
withdrawal,409,6720,501.4706
chargeback,298,5560,
dispute,369,4150,
deposit,219,6721,89.4548
deposit,52,6722,36.6852
deposit,323,6723,935.5615
deposit,421,6724,757.0525
dispute,39,5179,
deposit,449,6725,735.3867
withdrawal,238,6726,864.8882
deposit,28,6727,803.665
withdrawal,199,6728,493.4246
deposit,334,6729,987.5498
withdrawal,55,6730,956.1859
dispute,253,4454,
deposit,390,6731,522.7854
deposit,416,6732,25.2157
deposit,154,6733,496.7087
withdrawal,92,6734,270.5164
withdrawal,297,6735,464.8523
deposit,125,6736,242.8611
deposit,422,6737,543.7393
resolve,88,6258,
deposit,316,6738,758.7223
deposit,457,6739,251.4417
withdrawal,109,6740,910.1409
deposit,467,6741,717.8989
deposit,380,6742,115.9328
deposit,186,6743,170.0083
withdrawal,123,6744,885.2917
withdrawal,369,6745,663.9342
deposit,155,6746,46.0413
deposit,235,6747,735.4942
withdrawal,97,6748,541.3216
resolve,37,5210,
deposit,85,6749,287.4725
chargeback,251,3114,
resolve,174,203,
deposit,400,6750,83.3954
deposit,483,6751,267.5048
deposit,71,6752,153.1059
deposit,155,6753,919.5835
withdrawal,286,6754,277.7335
withdrawal,141,6755,442.6148
withdrawal,434,6756,658.1197
withdrawal,370,6757,13.525
deposit,169,6758,969.2736
deposit,361,6759,485.8722
deposit,431,6760,274.956
deposit,380,6761,909.6588
deposit,297,6762,230.3337
deposit,351,6763,354.0187
deposit,100,6764,14.9668
withdrawal,275,6765,329.1975
deposit,486,6766,265.8367
resolve,367,5644,
deposit,159,6767,577.4001
dispute,156,5457,
deposit,195,6768,630.3755
chargeback,70,1154,
withdrawal,146,6769,786.4749
deposit,481,6770,89.7446
deposit,407,6771,659.5107
deposit,119,6772,542.5718
deposit,59,6773,807.4836
deposit,320,6774,681.9686
deposit,474,6775,706.155
dispute,232,1241,
resolve,290,1514,
chargeback,66,3947,
deposit,66,6776,319.5803
resolve,400,3000,
deposit,335,6777,444.0228
withdrawal,324,6778,532.7005
deposit,280,6779,987.1288
withdrawal,210,6780,323.2134
withdrawal,98,6781,732.6728
dispute,343,3216,
deposit,20,6782,799.0084
withdrawal,73,6783,965.2719
withdrawal,142,6784,894.2156
dispute,155,5976,
withdrawal,26,6785,250.2274
deposit,16,6786,444.3413
deposit,480,6787,870.7209
deposit,400,6788,988.2156
deposit,341,6789,977.8688
dispute,91,3290,
withdrawal,415,6790,620.9379
deposit,289,6791,192.5423
deposit,324,6792,258.1047
deposit,195,6793,586.7138
deposit,306,6794,334.8675
withdrawal,74,6795,403.2214
deposit,356,6796,127.0132
deposit,355,6797,574.0451
dispute,155,6449,
withdrawal,396,6798,707.1422
deposit,317,6799,176.2097
withdrawal,358,6800,936.0874
deposit,438,6801,960.4868
withdrawal,362,6802,281.181
deposit,64,6803,382.9505
dispute,254,6360,
deposit,434,6804,520.8547
deposit,48,6805,732.5379
withdrawal,406,6806,638.7374
deposit,418,6807,693.9226
deposit,478,6808,978.6775
deposit,403,6809,567.1657
dispute,231,3122,
resolve,75,2761,
withdrawal,299,6810,916.8677
resolve,208,4519,
withdrawal,175,6811,328.8493
deposit,322,6812,288.9693
deposit,192,6813,864.1611
chargeback,422,6669,
withdrawal,416,6814,291.8886
deposit,55,6815,156.5303
deposit,353,6816,91.6945
dispute,315,509,
deposit,153,6817,290.7582
dispute,93,3321,
deposit,334,6818,161.9128
deposit,82,6819,424.8722
deposit,88,6820,890.8722
deposit,500,6821,946.9004
withdrawal,370,6822,440.927
resolve,260,2162,
deposit,58,6823,877.7751
deposit,273,6824,663.5868
deposit,189,6825,289.2942
deposit,47,6826,188.8582
deposit,66,6827,644.3532
withdrawal,335,6828,180.9863
deposit,290,6829,797.5352
chargeback,19,4497,
chargeback,148,5395,
deposit,219,6830,570.2128
deposit,386,6831,993.0515
withdrawal,23,6832,512.8231
withdrawal,10,6833,713.0118
withdrawal,142,6834,455.9659
deposit,415,6835,924.9324
chargeback,52,332,
deposit,24,6836,875.3233
deposit,297,6837,906.6942
withdrawal,114,6838,629.2437
deposit,451,6839,634.9899
deposit,410,6840,14.7116
chargeback,480,6787,
deposit,29,6841,469.9437
withdrawal,481,6842,197.8477
deposit,341,6843,986.9717
deposit,428,6844,999.1351
deposit,436,6845,946.3124
deposit,387,6846,703.7037
dispute,141,4056,
chargeback,499,3960,
deposit,27,6847,738.6417
deposit,482,6848,285.9388
resolve,322,6455,
deposit,484,6849,689.0319
deposit,310,6850,943.4176
deposit,346,6851,204.482
deposit,397,6852,386.7791
deposit,495,6853,614.3797
dispute,133,5595,
deposit,107,6854,112.7838
resolve,125,3129,
deposit,193,6855,251.3699
dispute,342,6382,
withdrawal,223,6856,256.9941
deposit,340,6857,195.839
deposit,244,6858,592.4931
dispute,224,6044,
deposit,225,6859,367.1486
deposit,73,6860,259.8119
withdrawal,287,6861,592.3507
deposit,473,6862,292.3186
withdrawal,126,6863,964.2674
dispute,293,3534,
deposit,462,6864,504.1227
withdrawal,500,6865,351.7705
deposit,474,6866,447.9726
deposit,143,6867,521.002
dispute,422,6555,
deposit,119,6868,417.8709
dispute,282,6366,
deposit,280,6869,755.6947
withdrawal,78,6870,17.6758
deposit,350,6871,947.3548
deposit,339,6872,162.4377
deposit,191,6873,298.8993
deposit,390,6874,937.3639
withdrawal,65,6875,494.0481
deposit,435,6876,738.8924
chargeback,305,5106,
chargeback,355,1623,
withdrawal,486,6877,153.2571
withdrawal,123,6878,780.23
dispute,291,6269,
resolve,221,1611,
deposit,170,6879,856.0725
deposit,287,6880,992.9069
deposit,28,6881,950.1582
deposit,85,6882,752.2244
chargeback,373,4545,
deposit,186,6883,593.7995
resolve,419,536,
chargeback,20,398,
withdrawal,283,6884,373.7187
withdrawal,225,6885,453.8358
withdrawal,76,6886,878.8003
withdrawal,205,6887,649.3333
withdrawal,200,6888,394.3447
deposit,65,6889,588.4887
deposit,341,6890,360.4165
deposit,217,6891,496.3999
deposit,195,6892,83.8157
withdrawal,31,6893,182.997
resolve,96,1045,
withdrawal,352,6894,282.6809
resolve,317,4086,
deposit,228,6895,58.7474
deposit,124,6896,890.3041
deposit,361,6897,607.0579
withdrawal,187,6898,187.9966
dispute,273,3794,
deposit,237,6899,817.6442
deposit,264,6900,325.4357
deposit,16,6901,386.235
deposit,469,6902,199.9656
deposit,127,6903,70.2021
withdrawal,33,6904,318.5725
withdrawal,149,6905,927.034
withdrawal,411,6906,640.6609
deposit,425,6907,503.3539
withdrawal,250,6908,425.3163
deposit,60,6909,120.6296
dispute,472,1042,
withdrawal,361,6910,10.9997
deposit,268,6911,688.5605
withdrawal,413,6912,573.4764
deposit,414,6913,738.5977
deposit,151,6914,710.1003
withdrawal,343,6915,994.7337
withdrawal,294,6916,878.6266
deposit,210,6917,859.8815
deposit,353,6918,534.8188
deposit,411,6919,866.3311
withdrawal,134,6920,466.0139
deposit,467,6921,661.8974
deposit,62,6922,223.5818
deposit,102,6923,329.384
withdrawal,423,6924,714.8081
dispute,43,735,
deposit,80,6925,167.1426
deposit,305,6926,525.9567
withdrawal,83,6927,71.7809
deposit,198,6928,404.7091
deposit,197,6929,958.1368
deposit,113,6930,769.606
withdrawal,443,6931,363.9229
withdrawal,323,6932,295.2944
withdrawal,61,6933,702.5037
withdrawal,402,6934,44.3381
chargeback,53,5879,
resolve,25,4926,
withdrawal,3,6935,925.5481
withdrawal,245,6936,949.6667
deposit,324,6937,442.6025
withdrawal,371,6938,675.9998
deposit,4,6939,846.6438
withdrawal,341,6940,706.5182
deposit,347,6941,756.6839
deposit,205,6942,381.1603
deposit,19,6943,454.4969
deposit,44,6944,570.5152
deposit,454,6945,491.5007
deposit,242,6946,971.8902
dispute,365,813,
deposit,129,6947,567.7219
resolve,35,6253,
deposit,335,6948,532.3806
deposit,470,6949,42.9489
chargeback,29,6841,
withdrawal,400,6950,679.968
withdrawal,10,6951,351.4631
deposit,150,6952,540.9793
deposit,70,6953,662.2719
deposit,373,6954,332.7716
withdrawal,365,6955,275.5702
deposit,194,6956,949.0054
deposit,480,6957,19.7002
withdrawal,137,6958,616.258
deposit,20,6959,435.0024
dispute,46,3315,
deposit,483,6960,235.7431
deposit,302,6961,988.924
withdrawal,173,6962,802.8995
chargeback,202,4711,
deposit,6,6963,736.6585
deposit,258,6964,262.1321
deposit,318,6965,89.5087
resolve,482,1445,
deposit,301,6966,701.1085
withdrawal,31,6967,977.7502
dispute,483,6751,
deposit,147,6968,839.004
deposit,359,6969,50.115
deposit,302,6970,507.893
resolve,107,474,
withdrawal,308,6971,683.14
withdrawal,253,6972,584.9055
deposit,340,6973,624.948
deposit,157,6974,208.6179
withdrawal,451,6975,509.699
resolve,273,3794,
withdrawal,228,6976,981.3468
deposit,365,6977,268.7509
deposit,354,6978,206.5326
chargeback,305,4108,
deposit,439,6979,112.6166
withdrawal,30,6980,586.2803
deposit,482,6981,516.5877
deposit,307,6982,308.027
resolve,375,2571,
resolve,73,2324,
deposit,449,6983,211.4778
deposit,391,6984,915.9451
deposit,408,6985,508.1495
withdrawal,62,6986,191.4888
withdrawal,334,6987,509.5753
deposit,267,6988,717.7685
deposit,15,6989,744.812
resolve,85,6608,
deposit,217,6990,381.9064
withdrawal,388,6991,913.5078
withdrawal,421,6992,287.5499
resolve,71,2760,
deposit,62,6993,226.8963
deposit,484,6994,766.316
deposit,413,6995,274.611
dispute,349,5358,
withdrawal,276,6996,633.4693
deposit,83,6997,996.8554
deposit,3,6998,498.3758
dispute,124,142,
withdrawal,198,6999,308.7188
deposit,196,7000,319.8262
withdrawal,361,7001,843.7382
deposit,163,7002,315.349
withdrawal,234,7003,749.9171
deposit,445,7004,614.4816
deposit,119,7005,246.5259
dispute,419,6335,
deposit,19,7006,801.4526
deposit,370,7007,789.3509
withdrawal,228,7008,497.4995
withdrawal,402,7009,783.1534
deposit,293,7010,30.9844
deposit,249,7011,250.9271
chargeback,169,4890,
withdrawal,300,7012,989.2048
deposit,378,7013,213.3499
chargeback,213,3233,
deposit,406,7014,825.5946
withdrawal,235,7015,723.6377
withdrawal,156,7016,607.4614
deposit,497,7017,149.8089
withdrawal,281,7018,900.6154
deposit,263,7019,235.9784
resolve,305,449,
dispute,457,6050,
withdrawal,319,7020,716.6066
deposit,202,7021,741.1321
resolve,286,3882,
resolve,348,4531,
deposit,500,7022,860.2815
deposit,166,7023,452.9862
deposit,336,7024,764.1508
withdrawal,239,7025,952.0048
deposit,52,7026,352.3083
withdrawal,191,7027,7.3852
deposit,468,7028,508.0948
deposit,132,7029,819.5665
deposit,130,7030,315.2371
withdrawal,184,7031,568.2418
deposit,234,7032,3.0034
deposit,20,7033,913.0818
withdrawal,389,7034,39.6658
withdrawal,131,7035,711.5975
withdrawal,67,7036,79.4006
dispute,465,5061,
deposit,360,7037,308.886
deposit,220,7038,805.6575
resolve,226,4585,
deposit,167,7039,671.5608
withdrawal,13,7040,436.7966
deposit,469,7041,985.375
resolve,87,1157,
resolve,115,2218,
deposit,23,7042,251.8414
deposit,135,7043,578.2103
resolve,497,2982,
resolve,218,5428,
withdrawal,64,7044,982.6104
deposit,289,7045,720.406
deposit,463,7046,411.5259
deposit,142,7047,590.8243
deposit,151,7048,1.5771
deposit,428,7049,901.2941
chargeback,92,2665,
deposit,309,7050,961.0481
deposit,466,7051,821.2787
deposit,302,7052,904.6153
deposit,256,7053,136.4944
withdrawal,7,7054,293.0426
dispute,67,3612,
deposit,354,7055,85.3211
deposit,289,7056,615.9557
resolve,78,2704,
withdrawal,275,7057,43.7982
deposit,380,7058,224.1264
dispute,493,3136,
deposit,108,7059,977.6697
deposit,421,7060,848.6514
withdrawal,342,7061,289.1857
withdrawal,330,7062,127.4304
deposit,315,7063,85.0426
withdrawal,447,7064,549.7516
deposit,45,7065,125.0827
chargeback,228,2411,
chargeback,188,6292,
deposit,405,7066,745.5353
withdrawal,468,7067,107.3356
deposit,224,7068,123.2463
withdrawal,411,7069,908.1396
deposit,386,7070,102.0126
